,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
0,287.60136685622365,287.5268585314729,291.31618603199064,291.30196982572113,288.99448271323,288.91663392567926,289.01227446723027,289.77447930443225,289.8021435030574,283.026318991665,282.94254080599495,282.3408918837925,284.14705284555544,281.4379150648685,281.39722545149766,280.97391400136354,281.77034799821774,281.5185233385097,283.7259730031188,283.5675713588522,285.5464279151931,289.923873647695,289.95404413544225,282.0103041440577,281.77355476774494,287.570367618991,287.58645906103146,288.21240937716436,283.9210523166626,284.11609343223097,285.6838956372738,285.7197671241594,281.9084939882913,281.76222465900963,281.607474814863,281.834493282216,288.916621556265,288.92038598621394,283.69615973740804,283.70440823612086,284.98202274699,284.760729984342,283.4264774953093,284.0172190128764,284.95280830494596,289.4361583566902,289.4548371501135,289.7121555139379,289.7046126068505,280.00561104826215,289.38135718435893,289.34594753052926,282.13784378742344,286.16582161469734,283.9286965948578,284.15530868929557,289.99235385380064,289.8640491426286,283.3739284259691,283.3827779716151,282.4225474456692,288.8601766965604,288.93662835543734,284.7143805269183,284.6081123752926,290.8228781253179,279.68977584592585,279.75083261950317,279.2091256731218,289.33747499365234,289.33961102713107,284.1963212759432,284.14408983885306,279.83605951107825,279.7499895373065,283.181030192116,283.0782353521745,287.0857493576332,286.94417535581965,286.088123018242,279.89078926520324,279.9760465108012,280.0118228974276,286.22715615453717,286.30944219089963,284.01956439549855,283.8526257348784,286.8102760618561,278.49666998133256,278.4698361568495,289.4143675102231,289.4569172740076,285.34325761320054,289.9563131794619,290.0605534070837,288.3994032463626,288.4335420247053,280.5019836004837,280.52447780403566,289.357999446364,289.2957293232495,286.93159784480406,283.0281917053902,282.98482797506983,282.5319458379807,283.3079446312285,283.44897598945386,289.24118388474733,284.1851618815769,286.41845928868895,283.8423597999875,283.89046993668495,284.1107593403158,283.78581196786143,283.87727622600835,288.1836068037756,288.0867420607226,288.16790797467,288.6483289070716,288.75780726757597,289.44931630402385,284.4497548230911,282.63968037446654,282.66305973119046,282.7604656495817,279.5955444204276,279.5422442127011,285.9058593822776,286.69923070635747,286.8202982674046,286.6283251455512,287.4565189420696,283.28053571189446,283.4107578469848,288.4957042203805,288.57081397713296,288.60896101856923,287.5467723826402,285.99624322769046,286.15651316211984,286.12459493874314,286.02826048836096,285.1039333278611,287.4868829337181,287.28053020295295,285.64032620188686,283.88116092373633,283.20906884962875,283.20848988304357,287.86012220797596,287.6380601520612,286.1585408429328,286.1311288446348,282.40038711196064,283.5428280760615,290.8985573005723,289.2948428534389,289.3850038512906,289.70436322697117,284.30517417890445,284.2295487334563
1,290.0085550556795,289.9500604220403,291.67816955406164,291.64863848029205,290.6415139849785,290.6376803206674,290.58030816565844,291.5009538171423,291.52483787350445,284.1783721693336,284.11107402186224,283.6650399385304,285.78383955242225,283.1635019431402,283.13469432170075,282.7240950505973,283.4370617641265,283.243555633163,285.2745268951125,285.15074051065153,286.7715503703892,291.555822251358,291.56436389961874,283.4645832320908,283.3693357169334,290.0193385731718,290.0344651850231,290.43692475268756,285.2695568192924,285.42954532122667,286.746466433853,286.77316918650286,283.3697291628561,283.24616524067164,283.43625913966827,283.61629936136234,289.646532065063,289.6351640028745,286.02736245878566,286.04215004770896,287.5075314418809,287.2430770699602,284.77062499761945,286.2953967776985,286.1024382443456,291.33104894920854,291.30679574664055,291.3276792559386,291.27842483156934,282.432390113495,291.4241873821885,291.42214345016606,283.77957531376114,286.555328655361,286.01615130161105,286.21797631253787,290.7376294144889,290.5741511673868,284.7708512275894,284.7855823920647,283.903554255013,290.92339282246473,290.957668945157,285.53929232067344,285.4519994820582,290.9917191950673,281.9847487487841,282.15753393945187,281.8918448602954,291.3070690369597,291.3191710459905,286.7727920886503,286.7096906208787,282.0039295702999,281.94650915592894,284.5910384475142,284.50350752815336,287.7840901557327,287.67593246269325,287.0145820713312,282.02571361764495,282.08108561150635,282.09574886071755,288.7195615824411,288.7488497443317,285.0957979247855,284.9518443373028,287.20036431373285,280.95379177178665,280.93472155203074,289.6714166658901,289.7108494045711,286.89126545186264,290.3814324907927,290.41449582062995,289.23846008095865,289.2790366848918,282.3041305294164,282.2926616249173,291.2222617849761,291.1684336021822,289.4964671154346,284.2521300357719,284.21216069340664,283.832414459652,284.73294408470895,284.8337198853871,289.97137159050465,286.5734585606864,287.3058616800681,285.020418320832,285.06817354980376,285.2773251041072,285.11060827667916,285.15291032222797,289.47089526202313,289.35238132631264,289.41565889281196,288.908929929918,288.98639774831986,289.8473125071401,285.4282125332141,284.7311171569585,284.72977252538914,284.67154086683087,281.55236964897,281.4928448579939,286.90679933840727,287.14312130946473,287.9081398924969,287.7222504956596,288.56603255394185,285.3948077366328,285.5552715858056,289.904267535237,289.12098624866417,289.1541232814234,288.3040630810483,288.14140440809115,288.2558194558381,286.7475856027141,286.70223063949817,285.95508341481303,288.4061902920365,288.24042282407197,286.3196714728382,284.8529380807332,284.33895758050573,284.33894633172673,290.0438830966574,289.84424539825443,286.6671934493788,286.64502209918396,284.16865226438694,285.21070961846215,291.398923274934,290.8281207554054,290.93579909021014,291.30264128089505,285.554776425533,285.4921420898912
2,291.6001534073893,291.54723172646214,292.27966626584606,292.2575015422208,291.74687670428915,291.74836307653504,291.6679091935795,292.7943812181603,292.81780285082334,285.0701044019718,285.0008346487728,284.5825669202708,286.831506943436,283.41906745094616,283.4980210026473,282.5145311769054,282.7690452850159,282.55802003995944,286.2879370752759,286.1843069207959,287.6049584078926,292.95659742421935,292.9700271295316,284.5485116797117,284.5538280018496,291.5819335233285,291.59173693690116,291.84081284554065,285.2518604815378,285.4537222882183,287.189964493934,287.2175013095043,284.7392821196228,284.63630289261386,283.1026820086129,283.31391507026444,290.370794451072,290.36024768796665,287.5192334939175,287.5265532017821,289.0081191505761,288.7694946758658,286.1374771604444,287.6851834258475,286.28742830461755,292.80364776801537,292.78203334255403,292.78115006326504,292.7400845773374,284.29881952970317,292.82435236558854,292.83076105576106,284.90418716392094,287.5349637873468,287.3144505959983,287.5021526754591,291.3646661134692,291.22054362663846,285.6762344459386,285.694333989563,284.84297930599143,292.4198729634909,292.44238335940315,286.65739829054246,286.5393672630766,291.7168164735645,283.71965808646604,283.84589167354744,283.25133974039545,292.81418990752104,292.82655425972246,288.5432108098602,288.48064458581365,281.5611718958803,281.57332802175586,284.2200913963642,284.0986149796631,288.2937244963671,288.1728740355244,287.41289538590286,281.96187155654343,281.9641727142974,282.10805709262024,290.24573649609505,290.24042270546977,286.1180055365782,285.9844872730167,287.98663363601855,283.02291039850513,283.0137513931986,290.4275066117056,290.4736416940811,287.8965736532527,290.8537539762215,290.84562343872943,290.0066950447941,290.0523254306194,283.8912641890912,283.86597275997485,292.4921186478964,292.42348524223155,291.0993847522914,285.1881154598105,285.1368123237055,284.69284291925896,285.13181394779735,285.1701772274191,290.64103124164643,288.09977520659885,287.8067652028453,286.16759340301525,286.21840845322475,286.87532294527216,286.71930054612477,286.7501326346475,290.36731918813837,290.2339149001328,290.3390123290908,289.4426395411659,289.49776677843965,290.3562461559553,286.9468574487626,286.15895782448155,286.18602904211065,286.39959683162414,283.42790477195115,283.3824952306375,287.34788591168655,287.45735579612204,288.67682050275744,288.49351750146866,289.3673953300095,287.1312656269711,287.2820385373925,290.8609726840585,289.8643614199704,289.89925000257057,289.0165844660288,289.45473170140116,289.5461840886768,287.4564659954469,287.45044586588205,286.8067279252983,289.28284755569854,289.13348200172686,287.0920786796755,285.72920508389075,285.2540690218994,285.2548477080537,291.4103556004997,291.2191717474792,286.91355764517806,286.8870678913046,285.59378155641116,286.43845202207376,291.82002003363556,291.9540002372745,292.0818621502807,292.5161503164547,285.6236027072746,285.5696926946032
3,292.3192285170407,292.25886031280703,292.6801341197118,292.6738929126094,292.74464432227046,292.6828087012863,292.7213986758287,293.9064807806841,293.9382411392327,286.011341396605,285.9406434227283,285.5517143239364,287.76172877821205,284.2200909058711,284.35258715481166,283.3678402199619,283.33079921336827,283.11816529691316,287.28828924959254,287.1927412872307,288.616620564657,294.10111209780854,294.1247874498469,285.616063568131,285.6295288996375,292.36106715451496,292.3735017108119,292.68590686712207,285.94321766122175,286.1531032411069,287.96785005403825,287.99639871437876,285.6327797862838,285.5299777129012,283.74276752534956,283.9587328178785,290.90291124404933,290.8948385730962,288.2639434807207,288.2760829939829,289.6747092877416,289.4371365000322,286.7770676265442,288.4990609637221,287.00576923311354,293.86761993711457,293.8595634405227,293.9255965256207,293.89873364125964,285.5804340315623,293.8027858694744,293.80321601835396,285.9679789320407,288.30766908120415,288.2094170389844,288.3977366375932,291.7036876365335,291.59225870405845,286.5889024385389,286.60667641212626,285.7160814524,293.3061687332322,293.33814150650824,287.3845777287289,287.2838917956028,292.2965796663653,284.46972864128776,284.58174925977465,283.9499450375044,293.8549036575188,293.8677675773779,289.2442717425543,289.1821018408555,282.2067078318434,282.2354729132537,284.83715462011867,284.7102771736275,289.1329861603306,289.00664627974186,288.2001692628617,282.7378860664458,282.7322778914283,282.9346057261222,290.9608411649872,290.96688366157593,287.03911101989667,286.91235865094234,288.8269520305779,284.0787112130947,284.08146584055646,291.26491429351216,291.3070265297209,288.8648830679012,291.4685905881162,291.49466222180615,290.6109286971244,290.6539273500281,284.8847773566962,284.84152846423376,293.47448995893603,293.39028040951615,291.8328266959313,286.0361581532856,285.9905350866676,285.5819189747423,285.618274095715,285.6793660531917,291.1577208437203,288.8012933722756,288.61159220606385,287.033104210215,287.07839658863645,287.35692665684223,287.20469363876384,287.23972675514585,291.43404845506785,291.3000481269968,291.4836044126421,290.2835310814624,290.33900373872564,291.0467310427553,287.4685240567048,286.94744663153557,286.94235255469874,286.86245958717296,284.37213240177834,284.3058065778649,288.13404263298156,287.9960130207158,289.74739644584184,289.5595369774305,290.4687640925908,287.8010091587382,287.9604053134619,291.8927381814973,290.5356419046867,290.5634089475878,289.7644725614512,290.2608100183139,290.3665401976946,288.3952444943821,288.374596671939,287.7411666662518,289.99518651315566,289.84806181475034,288.01474281678986,286.64081748518174,286.2335325100794,286.2355816067392,292.2389527862322,292.034127904035,287.36395979115827,287.3358274416621,286.3441749455799,287.18302393272677,292.256738918976,293.1042396286367,293.24233998899484,293.7233444216126,286.2795280702092,286.2122693910054
4,293.2805423033006,293.2194651731347,293.9080113325331,293.91218903177474,293.3604597269376,293.2590669787393,293.36638189062444,294.71245826920557,294.7384391834705,285.7420858251849,285.6466887430135,285.2107141193338,288.15461781571105,286.40083675864366,286.4508339262746,286.2922080271109,286.39668290668436,286.21090274711946,287.0654700000788,286.9741583661598,288.95566610195874,295.1684446024179,295.2042109184623,285.6035718513058,285.7474450131942,293.3137617443326,293.3245098759602,293.54532433985247,288.0783079477484,288.2255564338948,289.4701484371525,289.4860118278403,286.86651386893067,286.7916868139464,286.34776098988533,286.5206422781456,292.10281971630974,292.1050454660076,289.02170600992764,289.0344392476875,290.4420818910657,290.21341507369124,286.9647787571012,289.2461487749333,288.7522816823229,294.86555551150116,294.857698308546,294.9707235341154,294.9361857805297,286.2728116855676,294.7681486626322,294.76539503593136,285.84058987626395,288.3627474638097,288.93811173041877,289.11986100683896,292.79821418276043,292.7165251306344,286.443001486866,286.4787031728819,285.4780530066097,294.30493578159945,294.34123146686966,287.40069265224577,287.26472669183784,293.64839977433,285.62489608424136,285.40657151560924,284.5195850137809,294.86274036719755,294.8767172492994,290.21915558390384,290.15515930493166,285.14140474772637,285.12123766080094,287.45432630130585,287.3790511256381,290.61254193392216,290.48828952570034,289.7024263643829,285.5103182310276,285.5448107177293,285.6908410353479,291.795105151679,291.77551261860697,287.6950458407852,287.54859856460325,289.019476894111,285.0585970323864,285.03076120812585,292.5764170476076,292.6093544752102,289.3684435514442,292.2413552862149,292.20045133460354,291.7718839607684,291.7966687897963,286.0864365585138,286.08040911338617,294.26863090903305,294.15835295977206,292.77279670743565,285.73748720075014,285.67015181562846,285.1137567847065,286.837104842881,286.9227674884157,292.2029106780704,289.57330326711116,290.0621229116938,288.0906302475535,288.16295893724356,287.6479745507644,287.5261836491013,287.5476309562264,292.03356333818493,291.8923637566837,292.1134002896564,290.7867297789514,290.8146427921751,291.75591689455325,287.6977535982955,287.5755302284495,287.55618737929086,287.3710778721857,286.31965318450557,286.34890586210133,289.60130671459575,289.65274311315557,290.2427267759949,290.0346974224275,291.0274021998444,288.6300917469581,288.80292681798596,292.49758598470225,291.8620919993685,291.8893877275118,291.1097423577917,290.9499913837299,291.0470620987794,288.63174445422743,288.73014369982263,288.14691348482023,291.17877491687136,291.0694760319014,288.1608865094065,286.4651584953179,286.13489471113326,286.14113691123043,293.02252597341595,292.80964362955535,288.9165753996807,288.88386947450965,287.6595039849434,288.23894454638156,293.16867752855137,293.8094395841408,293.95802730484627,294.4806404103663,288.1651486428539,288.0704338396283
5,294.0578602024876,293.99538145081857,294.7680729318278,294.7757999928961,293.7386498404427,293.6635777848742,293.6934270340208,295.3365837795116,295.3599784228847,285.77379832249824,285.68110656742056,285.2570522744161,288.36530152907966,285.76884958793005,285.85054905986647,285.54157910024327,285.5676664558049,285.3985621640388,287.3907556472856,287.2883911420543,289.0261145552893,295.9337720803384,295.9731559673757,285.6104581431191,285.78965628479506,294.1034529086595,294.11273920783293,294.2708749688852,287.4026137541475,287.55046238634884,288.9209007133127,288.91701352672345,286.8543043684123,286.7750601047006,285.74276765094334,285.91366544103505,292.69801357612846,292.7108340025079,289.72056319003735,289.7286886613817,291.3303204353002,291.1104291476099,287.23591957271776,289.84182496792664,288.0436075916781,295.72272933510754,295.71261508265627,295.7851897566907,295.75273431985227,286.8330678555755,295.57427488737096,295.58229246330495,285.95086437343326,288.3817744232812,289.35791290839023,289.53522693555885,293.48409961979087,293.4093120508021,286.61520408248623,286.64986436983565,285.63140963950514,295.14411978824427,295.1855732053333,287.51425795191244,287.3714855366273,294.5692897977193,285.7644877151995,285.6078052159296,284.6891883332741,295.7729634150872,295.78645153434763,291.0772649698265,291.0158101610228,284.53257343243865,284.53808570083265,286.62183419832627,286.54093846809934,290.05486901438803,289.9101282749889,289.040798694786,284.95357361365296,284.96488805887236,285.1246357721019,292.5931810777629,292.5614167567179,287.71555871001857,287.5639242499777,289.03520256465305,285.6611768126028,285.6597867215311,292.7817499565583,292.8481836614427,289.54498104393076,292.6198422970203,292.53594778979783,292.23850027777166,292.253765038808,286.16488727744286,286.1296267803514,294.8936874734103,294.76593183879993,293.56069204698537,285.8460351984256,285.775219119095,285.20548637955955,286.3433427276034,286.4775771971658,292.71555661596267,290.3855188158833,289.54069742828733,288.14125188442847,288.21839231999394,287.97993401772976,287.90561409390955,287.9084102266536,292.12569953907354,291.9739226169375,292.21931810855244,290.86168569309035,290.8843462599663,292.03908117086553,287.94420555990416,288.0279656420816,288.01968392441347,287.95900491338983,286.43826278149396,286.4421865938142,288.97393983797,289.35924315249054,290.2538015048165,290.0484496524496,291.0548457462612,289.51462429437385,289.7079254267331,292.6626576501337,292.3369397663147,292.385866367429,291.29742133911424,291.5606617460673,291.6271976549321,288.6369000840583,288.7502476378065,288.1650687277377,291.50939033816013,291.4018313296153,288.1699586414004,286.49437720817656,286.1425885381813,286.14816731286294,293.7093108480311,293.50194848052587,288.87282495724514,288.8479111393181,287.8492160309112,288.51569187750215,293.7583097229816,294.12104850191236,294.2920503781296,294.88035539018745,287.4652123295449,287.3836657651799
6,294.272822105668,294.19979386149566,295.73676556339774,295.7289083940344,293.6984402576528,293.6121298713457,293.64388057681487,295.60294229880566,295.6231643449131,286.7791407233301,286.7001909433924,286.31126350902974,288.5796895876048,285.84079652460593,285.89637545202135,285.82006967976787,286.11313296813285,285.96794653773924,287.99068050564296,287.9084787727763,289.07221204347616,296.41115261796733,296.45596329593263,286.5361125250374,286.66757378196917,294.33020790568014,294.34242628392485,294.49712779575236,288.07649104958557,288.2222242848509,289.68463923540736,289.6639697152971,287.58974107843636,287.50881861585447,286.5401856712668,286.70271318635463,293.64369159007686,293.6530717205889,289.61032961974973,289.61530394734973,291.0064420058196,290.8064076551201,287.82029460789704,289.73033566587634,288.54199824607116,296.20272307286507,296.1907540888157,296.2714078649282,296.23407701684357,287.42645147515657,296.05727074814945,296.06466915790685,286.82703438055097,289.0420174784491,289.31622197035756,289.4775238045454,294.56267275762207,294.4546829599949,287.3137860166737,287.3355624865237,286.5542693625664,295.5450958173124,295.5982849144106,288.21723932339233,288.10288445337926,295.32468870196186,286.5969347833598,286.5145526050974,285.7220697913391,296.2573725188063,296.27129001339847,291.13485344985463,291.0710972777293,285.29470761867304,285.31184693108906,287.1392493759683,287.0584713075747,290.6513367302134,290.5084480263243,289.5847868371845,285.5978086227051,285.59184096209964,285.69915471559784,292.50612719375096,292.4579922502062,288.47519344220615,288.33131136098785,289.6754583451426,286.3717254459884,286.3703494065554,293.4246259747246,293.4962600144976,289.5359359174136,293.3413466795301,293.20293115318736,293.1395184305187,293.14568215432126,286.8751250711657,286.84540791752045,295.1544472626613,294.99912485972015,293.6867821087184,286.80934499258314,286.75424651487964,286.2939678171367,286.1381830205963,286.2405127250665,293.63473055041817,290.18213967670926,290.23894580011364,288.8667567510476,288.94114088578783,288.4468528994689,288.34786460011935,288.36273511451407,291.8674171327034,291.706484875986,292.05178201251834,291.43898924317244,291.45087233353286,292.718048760196,288.46840840292174,288.21495598498717,288.2176120710373,288.2346292691939,287.0291380241749,287.02585020218,289.65376006726996,289.02157550723103,290.012351750197,289.84271337920336,290.78269030939003,289.477800980308,289.6370971925643,292.4414448534737,293.17048662249454,293.2203079667829,292.182334266563,291.3757185691408,291.4504469749183,289.3387140325472,289.4517587614195,288.9077947521466,292.3015772368558,292.2100432094038,288.91072787276937,287.417543415934,287.077590773315,287.0817252362281,293.79447939332226,293.54609897075153,288.25157429826606,288.2176014513039,288.6686119584189,289.43153272903146,294.6099822397389,294.1388939156242,294.3382132077475,295.023396273135,287.8236171304279,287.6926399703822
7,293.7869234985123,293.68515751368966,295.4803019291632,295.45115960106335,293.4782943783118,293.26903547308086,293.5481053863791,295.4408770260428,295.4738107408876,286.29400838663025,286.21787926584915,285.7913824835927,288.2527788581742,285.4997163026152,285.52209686449106,285.4942856533995,285.99826853803717,285.8910618251164,287.20846783097795,287.151247536354,288.95200277788587,296.26583906240234,296.3255738524203,285.92386611874684,286.0960488922766,293.51930104187556,293.51403665026555,293.7119370591132,287.83637051170496,287.96601922267723,289.28527613078444,289.26916053313727,287.1086894579992,287.0361303340647,286.58154914723025,286.7133994878469,292.95811070832343,292.9660694431138,287.9729271209176,287.9849504826535,288.6498511285743,288.47462160098087,287.21307275381196,288.3860279479164,288.26163277651204,296.1544339659455,296.15041620809046,296.1880315383996,296.1713946797299,287.19483982356803,295.7580266973669,295.7909655458283,286.25532286189,288.7685683529484,288.53275635693757,288.69852506320524,294.1883917826175,294.0204047584188,286.9008290147864,286.93478341372037,286.1966706258412,295.53356074463846,295.60930886675317,287.8078868830274,287.70489673085683,294.6909116729566,286.8881646909355,286.95359391927684,286.49711999654505,296.3382982959345,296.3521658145213,289.9360015609712,289.8597341041077,285.4854004275046,285.50986858829253,286.9074084792021,286.830464613678,290.1732973932891,290.04797197010686,289.2436025620059,285.61972641943964,285.5991561406578,285.63745361515697,290.9387329775466,290.88246019746646,287.9125469703288,287.77131253219636,289.29429073828413,286.75424721188546,286.7642449785525,292.4038561939912,292.45408894645476,289.2774814056726,293.28482713981145,293.2432613624055,292.30297648206164,292.2912752015074,286.50007106674656,286.4628001139798,294.79975047878895,294.62610052073757,292.6068933024591,286.42255980895345,286.3663163352894,285.8882753289175,286.0301523943477,286.1469992134859,293.0794506953554,288.1819733243262,289.77859789780877,288.29307617927225,288.362900890912,287.58068992398654,287.3987776054797,287.45145082603244,291.9016935393386,291.73593829513436,292.1157941159363,290.9533290997261,291.02349165815093,292.4817106603923,287.79033153675886,287.3484203668149,287.3070268857118,286.8776900398815,286.7961747544249,286.79730507531565,289.271981837169,289.32915142024495,289.9926595331158,289.81511514732193,290.8005320395213,287.68803073303496,287.7804153455612,292.4126442416455,292.36008256791985,292.41058199119544,291.42852505008625,290.03647649836864,290.21661090617727,288.81944572241866,288.91065411008105,288.3488719625384,291.28720242941534,291.2167193942441,288.42190181337605,286.9660571948935,286.53636933592225,286.5387064619483,292.85818432264125,292.51714386983326,288.6635845389132,288.63116165245924,288.4567978795181,289.18644699001214,294.8407915859649,294.2098594174469,294.4119670520555,295.1324932134212,287.5905029643902,287.47155506503606
8,292.6744321757524,292.55673387318404,295.75006414491503,295.7223427411806,293.0769805521977,292.9035502831957,293.10181965250786,295.1864599960104,295.23493612915735,286.0255827783283,285.9227106379295,285.44136034653127,287.1393611678383,285.36330849065365,285.3855903965359,285.27468096302124,285.43027956857935,285.2492236188912,286.9998240323599,286.94380066039986,287.84473503781186,295.8075228317531,295.86576564612955,285.9262263866383,286.04623676662874,292.60201974406766,292.60746605982905,293.10658586663004,287.0539571954125,287.197070018427,288.39383356940584,288.4117353003851,286.63429143451384,286.5473876355626,285.37080150155083,285.53824280200695,292.65041297984305,292.65823108484466,287.404038659158,287.4122783255961,288.50966626850646,288.2808048733443,286.857428118573,287.71300011340753,287.7934066954359,295.70937849364987,295.7028642878792,295.7029662677441,295.6875119807067,286.8349347702298,295.2690390054486,295.31180767174686,286.13340543795744,288.99816698275424,287.59145261587014,287.78180189749105,294.20430070289353,294.009059345709,286.0527170388517,286.06432076053665,285.2362006447026,294.8382035214244,294.9537164530289,287.75308017193976,287.60431945559054,295.0186589907377,284.9397591600814,284.7220581313765,283.7884268668321,295.94066644039594,295.9543053504944,288.4140108908768,288.3455799826748,284.25719746956713,284.2538179388786,286.4609412340202,286.3859709198495,289.9068148347439,289.7458173691399,288.8201705312722,284.6876165421718,284.7043213667377,284.8553784736332,290.3551851810863,290.38240731405693,287.7510145733916,287.61214421100954,289.5133217852112,285.0692784895676,285.0720160469419,292.7371525412575,292.796735230201,288.23548482289164,293.33064337693514,293.3270333378152,291.86634642153166,291.8889561269579,285.99587653978676,285.94751743777806,294.4100951151363,294.2396371647129,291.63322951439886,285.8237560989734,285.7632918456233,285.21449117340427,286.1988179369453,286.3369456676436,292.92111145613006,287.79115970694374,289.16288851039087,287.93262279299034,287.98946398865115,287.8105635969627,287.5124891419944,287.5860138743893,291.0989900302204,290.9049390860804,291.36676062698353,291.1176590552831,291.22217588653433,292.53100028958,288.04119985870216,286.4702844828719,286.5027688594428,286.71091191761224,285.97626367086025,285.94287336769867,288.5781445237957,289.7475499071655,288.9015507131981,288.7091342473365,289.8187768076389,286.95663164036665,287.05816891096487,291.72698460727685,292.0444199246861,292.10358839879046,290.69578260209823,289.6379846569346,289.79351436330677,288.97835859184545,289.00135785024867,288.35809241218084,290.7512670125524,290.5984045646856,288.5335981037274,286.8055946233437,286.44182937384596,286.4483765671458,292.36579326042806,292.0403768188917,289.1748257158672,289.1452718110328,287.0153572300035,287.57234842839597,294.9112827582353,293.8325609864961,294.0692316252015,294.90564621271017,287.2862854272078,287.2209980836139
9,292.45243461974854,292.32547316989735,295.63019538782436,295.609680317316,293.0489733935755,293.0091496715003,292.96434121917605,294.9412582858747,294.95965689938765,285.36807227070807,285.2478843035799,284.80011304447527,286.6912535508524,284.6367037175337,284.67701011930734,284.6188398271363,284.99078813525824,284.86986537154735,286.0548700868935,286.0155361321522,287.30057941936894,295.7098826240578,295.7511402291123,285.62678705065025,285.7181577185358,292.5325140989969,292.55329922089425,293.25924834012653,286.9232892349736,287.06625573386015,288.3991296439989,288.405417844777,286.6153762689282,286.5280465692685,285.538300274896,285.67690214702145,292.6951994297103,292.69426777192325,287.33700755082907,287.35150145794785,288.6187460327398,288.371813126132,285.68864779741966,287.67842239088884,287.52008311653424,295.66387189630433,295.6179170279855,295.5210551304189,295.44810894006923,286.261347519828,295.48952287428494,295.5354507675423,285.5736539010758,287.78224210562206,287.4850987239711,287.6848941313055,294.1210128046573,293.9412794513253,285.2252108554604,285.24352899938,284.3790413538485,294.68042080499447,294.77905583762833,286.53967987780663,286.420801388295,294.9986074026374,285.9930428185399,286.0222260050531,285.47552981586546,295.8285702037495,295.8567145115882,288.05820915935493,287.99391435561546,284.4488803783538,284.48049680056,286.0020216542457,285.9164300211527,289.69797369162575,289.5457625636995,288.6099241550456,284.66890422692745,284.6458036400477,284.71939269675977,290.3307375805557,290.3988377573067,287.6766389645348,287.5277441672163,288.8583578559868,285.69333121352065,285.6960917412136,292.7553445084929,292.83596544231847,287.9344367758797,292.9744298592276,292.894828544852,292.0584391058175,292.1109469557721,285.83398692331957,285.81053742018395,294.52893525764046,294.3819262796068,291.4986791003363,284.8636064521869,284.81081341115237,284.31865687450625,285.28143153582647,285.4268789006793,292.94636037842463,287.79812030258205,289.09749182308286,287.95886513260916,288.0256824262905,286.4322589738134,286.27811300597386,286.30873760431945,290.93600242547166,290.73298543607484,291.05562798939144,291.06269466063657,291.1243956502,292.3016148446868,286.52147537112074,286.10656858162264,286.0990084063052,286.00689825070185,285.9222110859786,285.91601047520464,288.5207394005164,288.27225598992084,288.5067118723808,288.28456947936286,289.4852552839966,286.78204577968637,286.92662712134,291.6552948909308,292.0786458803018,292.13524571111816,290.75917580306464,289.7082570988029,289.8601641385812,288.81739024302624,288.88919240917824,288.2452307306145,291.1018364414236,290.939026858064,288.18403925350617,286.1064735647308,286.00112536806574,286.01401519708133,292.49819952927976,292.15727314843264,287.55100653709763,287.5204685693471,287.67408760302084,288.2757949866949,294.3605618323169,293.50326116455295,293.7154101308528,294.44629907929016,286.8262038073798,286.7125893950066
